,Controller,Reason,Date,Time,Corr,RPM,Pwr,TotRun,Q,PF,LChr,Gfrq,Vg1,Vg2,Vg3,Vg12,Vg23,Vg31,Ig1,Ig2,Ig3,Bfrq,Vb1,Vb2,Vb3,Vb12,Vb23,Vb31,FC,FMI,OC,SRO,VRO,UBat,CPUT,D+,OilP,Wtmp,Flev,BIN,BOUT,Mode,Erpm,Eflr,Eclt,Eint,Eoil,Einp,Eld,EA8,EA9,EA10,EA11,EA12,EA13,EBI1,EBI2,EBO1,GL16,DEFl,Soot,kWhour,EA14,EA15,EA16,EBO2,Reg16,CAN16
-861,C04 - SGC 1615,Time stamp,44550,23:43:00.0,0,1498,429,2324,293,0.82,L,49.9,240,239,240,416,415,416,750,711,677,50,240,239,239,416,416,417,0,0,0,-0.02,47.3,27.4,36.6,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1497,103.6,78,34,4.08,1.14,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-862,C07 - SGJ-1500,Time stamp,44550,23:42:00.2,0,1502,363,2429,231,0.84,L,50,241,240,240,416,415,417,593,627,591,50,241,239,239,418,417,418,0,0,0,0.11,53.6,27.8,45.8,28.1,,,,01100001 0000,01010001 0010,AUT,1503,91.2,87,42,4,1.26,65,39,#####,#####,27.5,,,11110000,,0,10111110 00000000,,,,,,,,,
-863,C06 - SGB 1601,Time stamp,44550,23:42:00.2,0,1499,400,2427,295,0.81,L,50.1,241,240,241,417,416,419,781,682,663,50.1,241,240,241,419,418,419,0,0,0,-0.036,52.6,28.3,54.2,28.2,#####,#####,49,10010000 0100,01001100 0011,AUT,1499,107.8,88,55,3.08,1.42,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-864,C05 - SGC1616,Time stamp,44550,23:42:00.2,0,1501,443,2429,311,0.82,L,50,240,240,239,415,414,416,831,777,755,50,240,240,239,417,416,417,0,0,0,0.012,49.5,27.1,44.9,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1500,107.9,79,38,4.24,1.22,#####,,,,,,,10111100,,11100,10111110 00000000,,,2822619,,,,,,
-865,C01 - SGB 1603,Time stamp,44550,23:42:00.2,0,1502,375,2429,256,0.83,L,50,241,241,240,416,415,417,679,625,668,50,240,240,240,417,417,418,0,0,0,0.044,54.1,27.9,48.8,28,#####,#####,#####,10010001 0100,01001100 0011,AUT,1502,101.8,89,50,3.88,1.2,74,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-866,C04 - SGC 1615,Time stamp,44550,23:42:00.0,0,1500,439,2450,296,0.83,L,50,240,240,240,416,415,415,795,758,727,50,240,239,239,416,416,417,0,0,0,0,47.4,27.4,36.6,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1499,105.8,78,34,4.04,1.2,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-867,C04 - SGC 1615,Time stamp,44550,23:41:00.3,0,1499,420,2376,312,0.8,L,50,240,240,240,416,414,416,752,721,682,50,240,239,239,417,416,417,0,0,0,0.002,46.9,27.4,36.6,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1498,101.3,78,33,4.08,1.16,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-868,C05 - SGC1616,Time stamp,44550,23:41:00.2,0,1502,418,2330,285,0.83,L,50.1,240,240,239,415,414,416,772,732,704,50.1,240,240,239,417,416,417,0,0,0,0.022,49.7,27,44.9,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1503,102.6,79,38,4.28,1.18,#####,,,,,,,10111100,,11100,10111110 00000000,,,2822611,,,,,,
-869,C07 - SGJ-1500,Time stamp,44550,23:41:00.1,0,1502,338,2374,246,0.81,L,50.1,241,240,240,416,415,417,569,590,565,50.1,241,239,239,418,417,418,0,0,0,0.08,53.5,27.8,45.8,28.1,,,,01100001 0000,01010001 0010,AUT,1501,83.8,87,42,4.04,1.24,63,39,#####,#####,27.5,,,11110000,,0,10111110 00000000,,,,,,,,,
-870,C06 - SGB 1601,Time stamp,44550,23:41:00.1,0,1499,414,2373,274,0.83,L,50,240,240,240,416,416,418,769,670,653,50,240,239,241,419,417,419,0,0,0,-0.048,52.7,28.3,54.2,28.2,#####,#####,47,10010000 0100,01001100 0011,AUT,1501,108.5,88,54,3.08,1.5,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-871,C01 - SGB 1603,Time stamp,44550,23:41:00.1,0,1500,341,2374,242,0.82,L,50.1,240,240,240,415,415,416,596,548,585,50.1,240,239,240,417,416,418,0,0,0,0.116,54.3,27.9,48.8,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1500,91,89,49,3.8,1.08,67,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-872,C04 - SGC 1615,Time stamp,44550,23:40:00.2,0,1500,458,2556,307,0.83,L,50,240,240,240,417,415,416,808,766,737,50,239,240,239,417,417,416,0,0,0,0.002,47.5,27.4,36.6,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1501,110.6,78,34,4.04,1.26,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-873,C07 - SGJ-1500,Time stamp,44550,23:40:00.1,0,1502,378,2570,244,0.84,L,50,240,240,240,415,414,416,620,649,617,50,241,239,239,417,417,417,0,0,0,0.11,53.4,28,45.8,28.2,,,,01100001 0000,01010001 0010,AUT,1501,94.6,87,42,4,1.36,67,39,#####,#####,27.4,,,11110000,,0,10111110 00000000,,,,,,,,,
-874,C05 - SGC1616,Time stamp,44550,23:40:00.1,0,1499,456,2576,320,0.82,L,50,239,240,239,414,413,415,791,765,741,50,239,239,239,417,415,416,0,0,0,0.018,49.6,27,44.9,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1498,112.6,79,39,4.24,1.28,#####,,,,,,,10111100,,11100,10111110 00000000,,,2822604,,,,,,
-875,C01 - SGB 1603,Time stamp,44550,23:40:00.1,0,1501,395,2568,261,0.84,L,50,240,240,240,415,415,416,681,631,666,50,239,240,240,417,416,417,0,0,0,0.014,54.2,27.9,48.8,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1500,104,89,49,3.8,1.28,75,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-876,C06 - SGB 1601,Time stamp,44550,23:40:00.0,0,1499,425,2546,300,0.82,L,50,240,240,241,416,416,418,807,716,686,50,240,240,241,419,417,420,0,0,0,0.016,52.6,28.3,54.2,28.2,#####,#####,46,10010000 0100,01001100 0011,AUT,1499,111.5,88,54,3.08,1.56,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-877,C07 - SGJ-1500,Time stamp,44550,23:39:00.3,0,1503,360,2474,253,0.82,L,50.1,241,240,240,416,415,417,613,641,622,50.1,241,239,240,418,417,418,0,0,0,0.074,53.1,28,45.8,28.2,,,,01100001 0000,01010001 0010,AUT,1504,90.2,87,42,4.04,1.34,65,39,#####,#####,27.4,,,11110000,,0,10111110 00000000,,,,,,,,,
-878,C01 - SGB 1603,Time stamp,44550,23:39:00.3,0,1503,359,2474,254,0.82,L,50.1,240,241,240,416,415,416,651,604,642,50.1,240,240,240,418,417,418,0,0,0,0.086,54.2,27.9,48.8,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1504,98.4,88,49,3.8,1.14,71,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-879,C06 - SGB 1601,Time stamp,44550,23:39:00.2,0,1499,430,2490,283,0.84,L,50.1,241,241,241,418,416,419,796,701,681,50.1,241,239,241,419,417,420,0,0,0,0.04,52.7,28.3,54.2,28.2,#####,#####,48,10010000 0100,01001100 0011,AUT,1505,112.9,88,54,3.08,1.62,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-880,C04 - SGC 1615,Time stamp,44550,23:39:00.1,0,1502,448,2509,316,0.82,L,50,240,239,240,415,414,415,836,786,752,50,240,239,239,416,417,417,0,0,0,0.032,47.2,27.4,36.6,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1499,103.4,78,34,4.12,1.2,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-881,C05 - SGC1616,Time stamp,44550,23:39:00.0,0,1500,452,2519,293,0.84,L,50.1,240,240,239,415,414,416,786,747,718,50.1,240,240,239,417,416,417,0,0,0,-0.006,49.8,27,44.9,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1502,111.4,79,39,4.2,1.26,#####,,,,,,,10111100,,11100,10111110 00000000,,,2822596,,,,,,
-882,C07 - SGJ-1500,Time stamp,44550,23:38:00.3,0,1500,415,2749,269,0.84,L,50,241,240,240,416,415,417,678,697,669,50,241,239,239,418,417,418,0,0,0,0.064,53.6,27.8,45.8,28.1,,,,01100001 0000,01010001 0010,AUT,1501,102.1,87,43,3.96,1.56,73,39,#####,#####,27.5,,,11110000,,0,10111110 00000000,,,,,,,,,
-883,C05 - SGC1616,Time stamp,44550,23:38:00.3,0,1499,488,2742,324,0.83,L,50,240,240,239,415,413,416,864,802,785,50,240,240,239,417,415,416,0,0,0,-0.006,49.4,27,44.9,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1500,117.3,80,39,4.24,1.38,#####,,,,,,,10111100,,11100,10111110 00000000,,,2822589,,,,,,
-884,C01 - SGB 1603,Time stamp,44550,23:38:00.3,0,1497,409,2749,270,0.83,L,50,240,240,240,415,415,416,707,649,697,50,239,240,240,417,417,417,0,0,0,-0.002,54.1,27.9,48.3,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1498,109.9,89,50,3.8,1.38,79,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-885,C06 - SGB 1601,Time stamp,44550,23:38:00.2,0,1499,443,2772,306,0.82,L,50,240,240,241,416,416,418,821,710,689,50,240,239,241,418,417,419,0,0,0,0.158,52.5,28.3,54.2,28.2,#####,#####,47,10010000 0100,01001100 0011,AUT,1498,114.8,88,55,3.08,1.66,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-886,C04 - SGC 1615,Time stamp,44550,23:38:00.1,0,1497,480,2743,319,0.83,L,50,240,240,240,416,415,417,824,791,748,50,240,239,239,417,417,417,0,0,0,0.046,47.6,27.4,36.6,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1500,115.3,79,34,4.04,1.3,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-887,C05 - SGC1616,Time stamp,44550,23:37:00.3,0,1497,466,2605,304,0.84,L,50,239,240,239,414,414,416,782,744,728,50,239,239,239,416,416,416,0,0,0,0,49.8,27,44.9,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1499,115,79,39,4.24,1.32,#####,,,,,,,10111100,,11100,10111110 00000000,,,2822581,,,,,,
-888,C04 - SGC 1615,Time stamp,44550,23:37:00.3,0,1499,453,2605,324,0.81,L,50.1,240,240,240,417,415,417,796,764,727,50.1,240,240,240,417,417,417,0,0,0,0.02,47,27.4,36.6,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1502,109.4,78,34,4.16,1.28,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-889,C07 - SGJ-1500,Time stamp,44550,23:37:00.2,0,1501,376,2628,259,0.82,L,50,240,239,239,415,414,416,621,655,617,49.9,241,239,239,417,417,418,0,0,0,0.092,53.4,27.9,45.8,28.1,,,,01100001 0000,01010001 0010,AUT,1500,89.7,87,42,4.04,1.38,67,39,#####,#####,27.5,,,11110000,,0,10111110 00000000,,,,,,,,,
-890,C06 - SGB 1601,Time stamp,44550,23:37:00.2,0,1500,456,2642,288,0.85,L,50,240,240,240,416,415,418,807,705,681,50,240,239,241,419,417,419,0,0,0,-0.034,52.7,28.3,54.2,28.2,#####,#####,46,10010000 0100,01001100 0011,AUT,1496,116.3,88,55,3.04,1.78,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-891,C01 - SGB 1603,Time stamp,44550,23:37:00.2,0,1502,386,2621,254,0.84,L,49.9,240,239,239,414,413,415,669,612,654,49.9,239,239,240,417,416,417,0,0,0,0.102,54.4,27.9,48.3,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1500,102.5,89,50,3.76,1.26,73,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-892,C04 - SGC 1615,Time stamp,44550,23:36:00.3,0,1495,500,2827,317,0.85,L,49.9,240,239,240,416,414,416,864,827,792,49.9,240,239,239,416,416,416,0,0,0,0.018,47.8,27.4,36.6,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1496,121.8,78,34,4.04,1.34,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-893,C07 - SGJ-1500,Time stamp,44550,23:36:00.2,0,1496,414,2793,265,0.84,L,49.9,240,240,240,416,415,416,682,701,676,49.9,241,239,239,417,417,417,0,0,0,0.086,53.5,27.9,45.8,28.2,,,,01100001 0000,01010001 0010,AUT,1497,103.3,87,42,4,1.46,73,39,#####,#####,27.5,,,11110000,,0,10111110 00000000,,,,,,,,,
-894,C05 - SGC1616,Time stamp,44550,23:36:00.2,0,1495,501,2795,355,0.82,L,49.9,239,239,239,414,413,416,899,856,817,49.9,240,239,239,416,415,416,0,0,0,0.012,49.3,27,44.9,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1496,119.8,79,39,4.24,1.36,#####,,,,,,,10111100,,11100,10111110 00000000,,,2822573,,,,,,
-895,C06 - SGB 1601,Time stamp,44550,23:36:00.1,0,1494,451,2816,315,0.82,L,49.9,240,240,240,416,415,417,838,733,703,49.9,240,239,240,418,417,418,0,0,0,0.104,52.7,28.3,54.2,28.2,#####,#####,47,10010000 0100,01001100 0011,AUT,1494,117,88,55,3.08,1.72,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-896,C01 - SGB 1603,Time stamp,44550,23:36:00.1,0,1496,420,2814,275,0.84,L,49.8,239,239,239,414,413,415,714,648,692,49.8,239,239,239,416,415,416,0,0,0,0.072,54.2,27.9,48.8,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1493,112.2,89,50,3.76,1.34,79,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-897,C04 - SGC 1615,Time stamp,44550,23:35:00.2,0,1501,446,2509,319,0.81,L,50.1,240,240,240,417,415,417,800,759,725,50.1,240,239,240,417,417,418,0,0,0,0,47,27.4,36.6,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1504,106.9,78,34,4.04,1.24,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-898,C07 - SGJ-1500,Time stamp,44550,23:35:00.1,0,1501,359,2547,252,0.82,L,50,240,240,240,416,414,416,596,625,594,50,241,239,239,418,417,417,0,0,0,0.096,53.4,28,45.4,28.3,,,,01100001 0000,01010001 0010,AUT,1501,86.8,87,42,4,1.32,64,39,#####,#####,27.5,,,11110000,,0,10111110 00000000,,,,,,,,,
-899,C05 - SGC1616,Time stamp,44550,23:35:00.1,0,1501,467,2545,294,0.85,L,50,239,239,239,414,413,415,821,760,744,50,239,239,239,417,415,417,0,0,0,0.014,49.9,27.1,44.4,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1499,112.2,79,39,4.32,1.3,#####,,,,,,,10111100,,11100,10111110 00000000,,,2822565,,,,,,
-900,C01 - SGB 1603,Time stamp,44550,23:35:00.1,0,1502,362,2539,251,0.82,L,50,240,240,240,415,415,416,639,587,625,50,239,240,240,417,416,417,0,0,0,0.126,54.3,27.9,48.8,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1500,96.7,89,50,3.8,1.18,69,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-901,C06 - SGB 1601,Time stamp,44550,23:35:00.0,0,1504,443,2512,282,0.84,L,50,241,240,241,417,416,419,832,722,698,50,241,240,241,419,418,420,0,0,0,-0.032,52.8,28.3,54.2,28.2,#####,#####,49,10010000 0100,01001100 0011,AUT,1500,114.9,88,55,3.08,1.7,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-902,C07 - SGJ-1500,Time stamp,44550,23:34:00.3,0,1499,382,2570,239,0.85,L,49.9,240,240,240,415,415,416,627,652,632,49.9,241,239,239,417,417,417,0,0,0,0.114,53.8,27.8,45.4,28.1,,,,01100001 0000,01010001 0010,AUT,1498,95.5,87,42,4,1.32,67,39,#####,#####,27.5,,,11110000,,0,10111110 00000000,,,,,,,,,
-903,C06 - SGB 1601,Time stamp,44550,23:34:00.3,0,1496,425,2610,301,0.82,L,49.9,240,240,240,416,415,418,798,697,679,49.9,240,239,241,418,417,419,0,0,0,-0.008,52.7,28.3,54.2,28.2,#####,#####,49,10010000 0100,01001100 0011,AUT,1496,111.2,88,54,3.08,1.54,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-904,C05 - SGC1616,Time stamp,44550,23:34:00.1,0,1498,471,2568,325,0.82,L,49.9,239,239,238,414,413,415,872,823,792,49.9,239,240,239,417,416,416,0,0,0,0.01,49.6,27,44.9,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1497,112,79,38,4.32,1.24,#####,,,,,,,10111100,,11100,10111110 00000000,,,2822557,,,,,,
-905,C04 - SGC 1615,Time stamp,44550,23:34:00.1,0,1498,466,2568,302,0.84,L,49.9,240,239,240,415,414,415,833,787,753,49.9,239,239,239,416,416,416,0,0,0,-0.002,47.5,27.4,36.6,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1496,111.5,78,33,4.08,1.2,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-906,C01 - SGB 1603,Time stamp,44550,23:34:00.0,0,1497,387,2558,261,0.83,L,50,240,240,240,415,415,416,677,626,665,50,239,240,240,416,417,417,0,0,0,0.082,54.3,27.9,48.8,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1498,106.1,89,49,3.8,1.24,75,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-907,C07 - SGJ-1500,Time stamp,44550,23:33:00.3,0,1500,365,2512,241,0.83,L,50,241,240,240,416,415,417,612,648,617,50,241,239,239,418,417,418,0,0,0,0.074,53.6,27.9,45.4,28.2,,,,01100001 0000,01010001 0010,AUT,1501,89.8,87,42,4,1.32,67,38,#####,#####,27.5,,,11110000,,0,10111110 00000000,,,,,,,,,
-908,C05 - SGC1616,Time stamp,44550,23:33:00.3,0,1501,454,2521,300,0.84,L,50,239,239,239,414,414,416,816,777,747,50,240,239,239,417,415,417,0,0,0,0.046,49.7,27.1,44.9,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1499,110.5,79,38,4.28,1.28,#####,,,,,,,10111100,,11100,10111110 00000000,,,2822550,,,,,,
-909,C01 - SGB 1603,Time stamp,44550,23:33:00.3,0,1499,359,2512,250,0.82,L,50,240,240,240,416,416,416,620,575,613,50,240,240,240,417,417,418,0,0,0,0.074,54.2,27.9,48.8,28,#####,#####,#####,10010001 0100,01001100 0011,AUT,1500,98.7,89,49,3.8,1.16,70,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-910,C06 - SGB 1601,Time stamp,44550,23:33:00.2,0,1500,425,2537,278,0.84,L,50,240,240,240,416,415,418,767,670,648,50,240,239,240,418,417,419,0,0,0,0.094,52.6,28.3,54.2,28.2,#####,#####,48,10010000 0100,01001100 0011,AUT,1496,112.5,88,53,3.08,1.54,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-911,C04 - SGC 1615,Time stamp,44550,23:33:00.0,0,1499,453,2515,300,0.83,L,50,240,240,240,416,414,416,778,749,707,50,240,239,239,417,416,417,0,0,0,-0.008,47.4,27.4,36.6,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1499,110.8,78,33,4.12,1.2,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-912,C04 - SGC 1615,Time stamp,44550,23:32:00.3,0,1497,417,2262,277,0.83,L,49.9,240,240,240,416,415,416,734,709,671,49.9,240,239,239,417,417,417,0,0,0,0.014,47.2,27.4,36.6,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1498,101.7,78,33,4.12,1.1,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-913,C07 - SGJ-1500,Time stamp,44550,23:32:00.2,0,1499,321,2250,226,0.82,L,49.9,240,240,240,415,415,416,533,557,537,49.9,241,239,239,417,416,417,0,0,0,0.106,53.8,27.8,45.4,28.1,,,,01100001 0000,01010001 0010,AUT,1498,79.4,87,41,4.12,1.08,59,38,#####,#####,27.5,,,11110000,,0,10111110 00000000,,,,,,,,,
-914,C06 - SGB 1601,Time stamp,44550,23:32:00.2,0,1498,380,2251,267,0.82,L,49.9,240,240,240,416,415,417,724,635,618,49.9,240,239,240,418,417,419,0,0,0,-0.098,52.7,28.3,54.2,28.2,#####,#####,48,10010000 0100,01001100 0011,AUT,1497,104.8,88,53,3.12,1.26,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-915,C05 - SGC1616,Time stamp,44550,23:32:00.2,0,1496,405,2269,302,0.8,L,49.9,239,239,239,414,413,416,730,692,671,49.9,239,239,239,416,416,416,0,0,0,0.018,49.7,27.1,44.9,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1496,99.6,79,38,4.32,1.12,#####,,,,,,,10111100,,11100,10111110 00000000,,,2822543,,,,,,
-916,C01 - SGB 1603,Time stamp,44550,23:32:00.2,0,1497,336,2250,228,0.83,L,49.9,240,240,239,415,414,416,594,547,584,49.9,239,239,240,417,416,417,0,0,0,0.118,54.5,27.9,48.8,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1498,89.7,89,49,3.8,0.96,66,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-917,C05 - SGC1616,Time stamp,44550,23:31:00.2,0,1500,473,2562,293,0.85,L,50,239,239,239,414,413,415,811,770,742,50,239,239,239,416,415,416,0,0,0,0,49.7,27,44.9,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1498,113.4,79,38,4.28,1.28,#####,,,,,,,10111100,,11100,10111110 00000000,,,2822536,,,,,,
-918,C04 - SGC 1615,Time stamp,44550,23:31:00.2,0,1501,456,2541,300,0.84,L,50,240,240,240,416,414,416,811,774,747,50,240,239,239,416,416,417,0,0,0,0.05,47.6,27.4,36.6,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1499,107.6,78,33,4.12,1.22,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-919,C01 - SGB 1603,Time stamp,44550,23:31:00.2,0,1499,380,2532,254,0.83,L,50,240,240,240,415,415,416,680,630,670,50,239,240,240,417,417,417,0,0,0,-0.004,54.1,27.9,48.8,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1502,100.3,88,49,3.84,1.22,73,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-920,C07 - SGJ-1500,Time stamp,44550,23:31:00.1,0,1499,371,2550,258,0.82,L,50,241,240,240,416,415,417,621,654,625,50,241,239,239,418,417,418,0,0,0,0.068,53.8,27.8,45.4,28.1,,,,01100001 0000,01010001 0010,AUT,1502,90.4,87,41,4.04,1.34,67,38,#####,#####,27.5,,,11110000,,0,10111110 00000000,,,,,,,,,
-921,C06 - SGB 1601,Time stamp,44550,23:31:00.1,0,1501,421,2553,285,0.83,L,50,241,240,241,416,416,418,779,680,651,50,240,239,240,419,417,419,0,0,0,0.182,52.5,28.3,54.2,28.2,#####,#####,47,10010000 0100,01001100 0011,AUT,1498,112.1,88,54,3.08,1.52,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-922,C04 - SGC 1615,Time stamp,44550,23:30:00.2,0,1499,404,2294,304,0.8,L,50,240,239,240,416,414,416,755,714,687,50,240,239,239,417,416,417,0,0,0,0.026,46.9,27.4,36.6,0,#####,#####,#####,10100001 0000,10010001 0111,AUT,1499,96.6,78,33,4.16,1.12,#####,#####,#####,#####,#####,#####,#####,10111100,0,11100,10111110 00000000,,,,#####,#####,#####,0,,
-923,C07 - SGJ-1500,Time stamp,44550,23:30:00.1,0,1500,330,2305,235,0.81,L,50,240,240,240,416,415,416,553,577,552,50,241,239,239,417,417,418,0,0,0,0.092,54,27.8,44.9,28.1,,,,01100001 0000,01010001 0010,AUT,1501,80,87,41,4.04,1.2,60,38,#####,#####,27.6,,,11110000,,0,10111110 00000000,,,,,,,,,
-924,C05 - SGC1616,Time stamp,44550,23:30:00.1,0,1499,411,2301,288,0.82,L,50,239,240,239,415,413,416,727,695,669,50,239,239,239,416,416,416,0,0,0,0.014,49.8,27,44.9,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1499,102.9,79,38,4.36,1.16,#####,,,,,,,10111100,,11100,10111110 00000000,,,2822528,,,,,,
-925,C01 - SGB 1603,Time stamp,44550,23:30:00.1,0,1500,343,2305,241,0.82,L,50,240,240,239,415,415,416,594,547,583,50,239,240,240,417,416,417,0,0,0,0.066,54.3,27.9,48.8,27.9,#####,#####,#####,10010001 0100,01001100 0011,AUT,1498,91.5,89,49,3.8,1.06,67,#####,#####,#####,#####,#####,#####,1111,11000000,0,10111110 00000000,,,,,,,,,
-926,C06 - SGB 1601,Time stamp,44550,23:30:00.0,0,1500,395,2280,277,0.82,L,50,240,240,240,416,415,418,741,660,635,50,240,239,241,419,417,420,0,0,0,-0.078,52.7,28.3,54.2,28.2,#####,#####,47,10010000 0100,01001100 0011,AUT,1503,106.2,88,55,3.12,1.4,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-927,C07 - SGJ-1500,Time stamp,44550,23:29:00.3,0,1501,374,2502,249,0.83,L,50,241,240,240,416,415,417,616,638,613,50,241,239,239,418,417,418,0,0,0,0.06,54,28.1,44.9,28.3,,,,01100001 0000,01010001 0010,AUT,1500,90.8,87,41,4,1.38,68,38,#####,#####,27.6,,,11110000,,0,10111110 00000000,,,,,,,,,
-928,C06 - SGB 1601,Time stamp,44550,23:29:00.3,0,1500,413,2502,287,0.82,L,50,240,240,241,416,416,418,761,671,649,50,240,240,241,419,417,419,0,0,0,0.102,52.6,28.3,54.2,28.2,#####,#####,48,10010000 0100,01001100 0011,AUT,1499,109.7,88,54,3.08,1.46,,,,,,,,,,,10111110 00000000,,,,,,,,11111110 00000000,11111110 00000000
-929,C05 - SGC1616,Time stamp,44550,23:29:00.1,0,1499,458,2523,305,0.83,L,49.9,239,239,238,414,412,415,815,772,752,49.9,239,239,239,416,415,416,0,0,0,0.03,49.6,27,44.9,0,#####,#####,#####,10100000 0000,10010001 0111,AUT,1495,108.4,79,38,4.28,1.24,#####,,,,,,,10111100,,11100,10111110 00000000,,,2822521,,,,,,
