,Controller,Reason,Date,Time,Corr,RPM,Pwr,TotRun,Q,PF,LChr,Gfrq,Vg1,Vg2,Vg3,Vg12,Vg23,Vg31,Ig1,Ig2,Ig3,Bfrq,Vb1,Vb2,Vb3,Vb12,Vb23,Vb31,FC,FMI,OC,SRO,VRO,UBat,CPUT,D+,OilP,Wtmp,Flev,BIN,BOUT,Mode,Erpm,Eflr,Eclt,Eint,Eoil,Einp,Eld,EA8,EA9,EA10,EA11,EA12,EA13,EBI1,EBI2,EBO1,GL16,TotRun,DEFl,Soot,Reg16,CAN16,kWhour
-4813,C04 - SGC 1615,Gen PMS start,7/31/2022,13:30:43.8,0,0,0,599,0,0, ,0,0,0,0,0,0,0,0,0,0,50,239,238,238,414,412,412,0,0,0,0,50,25.3,42.4,0,#####,#####,#####,10000001 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,10000110 00000000,,,,,,
-4814,C04 - SGC 1615,Vb L2 under,7/28/2022,9:45:13.8,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.4,34.1,0,#####,#####,#####,10000001 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,,,,,
-4815,C04 - SGC 1615,Vb L1 under,7/28/2022,9:45:13.8,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.4,34.1,0,#####,#####,#####,10000001 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,,,,,
-4816,C05 - SGC1616,Vb L1 under,7/28/2022,9:45:13.8,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.4,34.1,0,#####,#####,#####,10000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,,,,,4113580
-4817,C03 - SGC 1618,Vb L2 under,7/28/2022,9:45:13.8,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.5,33.6,0,#####,#####,#####,00000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,#####,#####,,,3961354
-4818,C04 - SGC 1615,Vb L3 under,7/28/2022,9:45:13.7,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.4,34.1,0,#####,#####,#####,10000001 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,,,,,
-4819,C04 - SGC 1615,fbus under,7/28/2022,9:45:13.7,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.4,34.1,0,#####,#####,#####,10000001 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,,,,,
-4820,C05 - SGC1616,Vb L3 under,7/28/2022,9:45:13.7,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.4,34.1,0,#####,#####,#####,10000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,,,,,4113580
-4821,C05 - SGC1616,Vb L2 under,7/28/2022,9:45:13.7,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.4,34.1,0,#####,#####,#####,10000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,,,,,4113580
-4822,C03 - SGC 1618,Vb L1 under,7/28/2022,9:45:13.7,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.5,33.6,0,#####,#####,#####,00000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,#####,#####,,,3961354
-4823,C03 - SGC 1618,Vb L3 under,7/28/2022,9:45:13.7,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.5,33.6,0,#####,#####,#####,00000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,#####,#####,,,3961354
-4824,C05 - SGC1616,fbus under,7/28/2022,9:45:13.6,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.4,34.1,0,#####,#####,#####,10000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,,,,,4113580
-4825,C03 - SGC 1618,fbus under,7/28/2022,9:45:13.6,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.5,33.6,0,#####,#####,#####,00000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,#####,#####,,,3961354
-4826,C04 - SGC 1615,Other CB trip,7/28/2022,9:45:08.0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.4,34.1,0,#####,#####,#####,10000001 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,,,,,
-4827,C05 - SGC1616,Other CB trip,7/28/2022,9:45:08.0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.4,34.1,0,#####,#####,#####,10000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,,,,,4113580
-4828,C03 - SGC 1618,Other CB trip,7/28/2022,9:45:08.0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.5,33.6,0,#####,#####,#####,00000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,#####,#####,,,3961354
-4829,C04 - SGC 1615,Vb L2 under,7/28/2022,9:44:54.1,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.4,34.1,0,#####,#####,#####,10000001 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,,,,,
-4830,C04 - SGC 1615,fbus under,7/28/2022,9:44:54.1,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.4,34.1,0,#####,#####,#####,10000001 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,,,,,
-4831,C05 - SGC1616,fbus under,7/28/2022,9:44:54.1,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.4,34.1,0,#####,#####,#####,10000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,,,,,4113580
-4832,C03 - SGC 1618,fbus under,7/28/2022,9:44:54.1,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.5,33.1,0,#####,#####,#####,00000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,#####,#####,,,3961354
-4833,C04 - SGC 1615,Vb L1 under,7/28/2022,9:44:54.0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.4,34.1,0,#####,#####,#####,10000001 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,,,,,
-4834,C04 - SGC 1615,Vb L3 under,7/28/2022,9:44:54.0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.4,34.1,0,#####,#####,#####,10000001 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,,,,,
-4835,C05 - SGC1616,Vb L3 under,7/28/2022,9:44:54.0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.4,34.1,0,#####,#####,#####,10000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,,,,,4113580
-4836,C05 - SGC1616,Vb L2 under,7/28/2022,9:44:54.0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.4,34.1,0,#####,#####,#####,10000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,,,,,4113580
-4837,C05 - SGC1616,Vb L1 under,7/28/2022,9:44:54.0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.4,34.1,0,#####,#####,#####,10000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,,,,,4113580
-4838,C03 - SGC 1618,Vb L2 under,7/28/2022,9:44:54.0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.5,33.6,0,#####,#####,#####,00000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,#####,#####,,,3961354
-4839,C03 - SGC 1618,Vb L1 under,7/28/2022,9:44:54.0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.5,33.6,0,#####,#####,#####,00000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,#####,#####,,,3961354
-4840,C03 - SGC 1618,Vb L3 under,7/28/2022,9:44:54.0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25.5,33.6,0,#####,#####,#####,00000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,00000000 00000000,,#####,#####,,,3961354
-4841,C04 - SGC 1615,Other CB trip,7/28/2022,9:44:44.1,0,0,0,-29,0,0, ,0,0,0,0,0,0,0,0,0,0,19.9,41,40,27,77,55,58,0,0,0,0,50,25.4,34.1,0,#####,#####,#####,10000001 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,10000000 00000000,,,,,,
-4842,C05 - SGC1616,Other CB trip,7/28/2022,9:44:44.1,0,0,0,-29,0,0, ,0,0,0,0,0,0,0,0,0,0,20.3,29,31,14,58,38,33,0,0,0,0,50,25.4,34.1,0,#####,#####,#####,10000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,10000000 00000000,,,,,,4113580
-4843,C03 - SGC 1618,Other CB trip,7/28/2022,9:44:44.1,0,0,0,-22,0,0, ,0,0,0,0,0,0,0,0,0,0,0,16,11,0,26,0,24,0,0,0,0,50,25.5,33.6,0,#####,#####,#####,00000000 0000,00000000 1000,AUT,#####,#####,#####,#####,#####,#####,#####,,,,,,,0,,100,10000000 00000000,,#####,#####,,,3961354
-4844,C02 - SGF 1560,Ready,7/27/2022,17:19:13.7,0,0,0,,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,26.9,48.3,0,#####,#####,#####,00000000 0010,00000000 0001,MAN,#####,#####,#####,#####,#####,#####,#####,#####,#####,#####,#####,#####,#####,0,,10000000,00000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4845,C02 - SGF 1560,Gen stop,7/27/2022,17:19:01.1,0,1501,0,,0,0, ,50,239,239,240,414,415,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,27.6,48.3,28,#####,#####,#####,00000000 0010,10000001 0011,MAN,1500,16.2,86,44,4.6,0.08,10,#####,#####,#####,#####,#####,#####,101110,,0,00000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4846,C02 - SGF 1560,Time stamp,7/27/2022,17:19:00.3,0,1499,0,,0,0, ,50,240,240,240,415,415,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,27.6,48.3,28,#####,#####,#####,00000000 0010,10000001 0011,MAN,1501,16,86,44,4.6,0.08,10,#####,#####,#####,#####,#####,#####,101110,,0,00000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4847,C02 - SGF 1560,Cooling,7/27/2022,17:18:06.4,0,1499,0,,0,0, ,50,240,240,240,415,415,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4,27.6,48.8,27.9,#####,#####,#####,00000000 0010,10010001 0111,MAN,1500,16,88,46,4.56,0.12,10,#####,#####,#####,#####,#####,#####,101110,,0,00000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4848,C02 - SGF 1560,Time stamp,7/27/2022,17:18:00.2,0,1499,0,,0,0, ,50,240,240,240,415,415,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.3,27.7,48.8,28,#####,#####,#####,00000000 0010,10010001 0111,MAN,1498,16.2,88,46,4.48,0.12,11,#####,#####,#####,#####,#####,#####,101110,,0,00000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4849,C02 - SGF 1560,Vb L3 under,7/27/2022,17:17:37.7,0,1498,0,,0,0, ,50,240,240,240,415,415,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.1,27.6,48.8,28,#####,#####,#####,00000000 0010,10010001 0111,MAN,1500,16.2,88,47,4.52,0.1,11,#####,#####,#####,#####,#####,#####,101110,,0,00000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4850,C02 - SGF 1560,Vb L1 under,7/27/2022,17:17:37.7,0,1498,0,,0,0, ,50,240,240,240,415,415,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.1,27.6,48.8,28,#####,#####,#####,00000000 0010,10010001 0111,MAN,1499,16.2,88,47,4.52,0.1,11,#####,#####,#####,#####,#####,#####,101110,,0,00000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4851,C02 - SGF 1560,fbus under,7/27/2022,17:17:37.6,0,1501,0,,0,0, ,50,239,239,240,414,415,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.2,27.6,48.8,28,#####,#####,#####,00000000 0010,10010001 0111,MAN,1498,16.2,88,47,4.52,0.1,11,#####,#####,#####,#####,#####,#####,101110,,0,00000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4852,C02 - SGF 1560,Vb L2 under,7/27/2022,17:17:37.5,0,1501,0,,0,0, ,50,240,240,240,415,415,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.1,27.6,48.8,28,#####,#####,#####,00000000 0010,10010001 0111,MAN,1501,16,88,47,4.52,0.1,11,#####,#####,#####,#####,#####,#####,101110,,0,00000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4853,C02 - SGF 1560,GCB opened,7/27/2022,17:17:32.7,0,1497,0,,0,0, ,50,240,240,240,416,416,416,0,0,0,46.4,209,43,255,244,294,247,0,0,0,-0.054,50.1,27.6,48.8,28,#####,#####,#####,00000000 0010,10000101 0111,MAN,1499,16.2,88,48,4.52,0.14,11,#####,#####,#####,#####,#####,#####,101110,,0,10000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4854,C02 - SGF 1560,Time stamp,7/27/2022,17:17:00.2,0,1502,388,,0,1,R,50,241,239,240,415,414,418,560,558,506,50,240,239,240,417,416,419,0,0,0,0.068,51.1,27.5,48.8,27.9,#####,#####,#####,00100000 0010,10010001 0111,MAN,1501,97,89,49,4.32,1.48,70,#####,#####,#####,#####,#####,#####,101110,,0,10000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4855,C02 - SGF 1560,Time stamp,7/27/2022,17:16:00.1,0,1501,387,,0,1,R,50,241,239,240,415,413,418,560,556,505,50,241,239,240,416,416,419,0,0,0,0.07,51,27.6,48.8,28,#####,#####,#####,00100000 0010,10010001 0111,MAN,1500,97.6,89,49,4.32,1.44,70,#####,#####,#####,#####,#####,#####,101110,,0,10000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4856,C02 - SGF 1560,Time stamp,7/27/2022,17:15:00.1,0,1500,388,,0,1,R,50,241,239,241,415,415,418,561,558,507,50,240,238,240,416,416,419,0,0,0,0.07,51.1,27.5,48.8,27.9,#####,#####,#####,00100000 0010,10010001 0111,MAN,1500,98,89,49,4.36,1.46,70,#####,#####,#####,#####,#####,#####,101110,,0,10000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4857,C02 - SGF 1560,Time stamp,7/27/2022,17:14:00.3,0,1501,388,,0,1,R,50,240,239,240,415,414,418,559,557,506,50,240,238,240,416,415,419,0,0,0,0.068,51.1,27.5,48.8,27.9,#####,#####,#####,00100000 0010,10010001 0111,MAN,1501,97,89,49,4.36,1.44,70,#####,#####,#####,#####,#####,#####,101110,,0,10000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4858,C02 - SGF 1560,Time stamp,7/27/2022,17:13:00.3,0,1501,388,,0,1,R,50,240,240,240,415,415,418,560,558,506,50,241,239,240,417,416,419,0,0,0,0.07,51.1,27.5,48.8,28,#####,#####,#####,00100000 0010,10010001 0111,MAN,1500,97.6,89,49,4.36,1.42,70,#####,#####,#####,#####,#####,#####,101110,,0,10000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4859,C02 - SGF 1560,Time stamp,7/27/2022,17:12:00.2,0,1501,388,,0,1,R,50.1,241,239,240,415,414,418,560,557,505,50.1,241,239,240,417,415,419,0,0,0,0.068,51.2,27.6,48.8,27.9,#####,#####,#####,00100000 0010,10010001 0111,MAN,1502,97,89,49,4.36,1.48,70,#####,#####,#####,#####,#####,#####,101110,,0,10000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4860,C02 - SGF 1560,Time stamp,7/27/2022,17:11:00.2,0,1503,388,,0,1,R,50,241,239,240,415,414,418,561,557,507,50,240,238,240,416,415,419,0,0,0,0.068,51.1,27.5,48.3,27.9,#####,#####,#####,00100000 0010,10010001 0111,MAN,1501,97.4,89,49,4.36,1.46,70,#####,#####,#####,#####,#####,#####,101110,,0,10000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4861,C02 - SGF 1560,Time stamp,7/27/2022,17:10:00.1,0,1499,388,,0,1,R,49.9,241,239,241,415,414,418,559,557,506,49.9,240,238,240,416,415,419,0,0,0,0.068,51.1,27.5,48.3,27.9,#####,#####,#####,00100000 0010,10010001 0111,MAN,1500,97.2,89,49,4.32,1.48,69,#####,#####,#####,#####,#####,#####,101110,,0,10000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4862,C02 - SGF 1560,Time stamp,7/27/2022,17:09:00.0,0,1499,387,,0,1,R,50,240,239,240,414,414,418,559,556,505,50,240,238,240,416,415,419,0,0,0,0.07,51.1,27.5,48.3,27.9,#####,#####,#####,00100000 0010,10010001 0111,MAN,1498,96.7,89,49,4.32,1.42,70,#####,#####,#####,#####,#####,#####,101110,,0,10000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4863,C02 - SGF 1560,Time stamp,7/27/2022,17:08:00.3,0,1500,388,,0,1,R,50,241,239,240,415,414,418,559,557,505,50,240,238,239,416,415,418,0,0,0,0.07,51.2,27.5,48.3,27.9,#####,#####,#####,00100000 0010,10010001 0111,MAN,1501,97.4,89,49,4.32,1.44,70,#####,#####,#####,#####,#####,#####,101110,,0,10000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4864,C02 - SGF 1560,Time stamp,7/27/2022,17:07:00.2,0,1499,387,,0,1,R,50,240,239,240,415,414,418,560,557,506,50,241,238,240,416,415,419,0,0,0,0.07,51.2,27.5,48.3,28,#####,#####,#####,00100000 0010,10010001 0111,MAN,1499,98.4,88,49,4.36,1.44,69,#####,#####,#####,#####,#####,#####,101110,,0,10000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4865,C02 - SGF 1560,Time stamp,7/27/2022,17:06:00.2,0,1502,388,,0,1,R,50,241,239,240,415,414,418,560,557,505,50,240,238,240,416,415,419,0,0,0,0.08,51.1,27.6,48.3,28,#####,#####,#####,00100000 0010,10010001 0111,MAN,1500,98,87,48,4.4,1.44,70,#####,#####,#####,#####,#####,#####,101110,,0,10000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4866,C02 - SGF 1560,Time stamp,7/27/2022,17:05:00.1,0,1502,250,,0,1,R,50,241,239,240,415,414,418,367,366,313,50,240,238,240,416,415,419,0,0,0,0.068,50.3,27.6,48.3,28,#####,#####,#####,00100000 0010,10010001 0111,MAN,1502,64.3,88,46,4.44,0.8,50,#####,#####,#####,#####,#####,#####,101110,,0,10000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4867,C02 - SGF 1560,Time stamp,7/27/2022,17:04:00.1,0,1499,250,,0,1,R,50,241,239,240,415,414,418,367,366,313,50,240,238,240,416,415,419,0,0,0,0.068,50.2,27.5,48.3,27.9,#####,#####,#####,00100000 0010,10010001 0111,MAN,1500,63.5,88,46,4.48,0.8,49,#####,#####,#####,#####,#####,#####,101110,,0,10000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4868,C02 - SGF 1560,Time stamp,7/27/2022,17:03:00.0,0,1499,250,,0,1,R,50,241,239,240,415,414,418,367,366,312,50,240,238,240,416,415,419,0,0,0,0.068,50.2,27.5,48.3,27.9,#####,#####,#####,00100000 0010,10010001 0111,MAN,1499,63.9,88,46,4.48,0.78,48,#####,#####,#####,#####,#####,#####,101110,,0,10000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4869,C02 - SGF 1560,Time stamp,7/27/2022,17:02:00.3,0,1500,250,,0,1,R,50,241,239,240,415,414,418,367,366,313,50,240,238,240,416,415,419,0,0,0,0.068,50.3,27.5,47.8,28,#####,#####,#####,00100000 0010,10010001 0111,MAN,1499,63.2,88,46,4.48,0.78,49,#####,#####,#####,#####,#####,#####,101110,,0,10000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4870,C02 - SGF 1560,Time stamp,7/27/2022,17:01:00.2,0,1501,250,,0,1,R,50,241,239,240,415,414,418,367,366,312,50,241,238,240,416,415,419,0,0,0,0.07,50.3,27.5,47.8,27.9,#####,#####,#####,00100000 0010,10010001 0111,MAN,1500,63,88,46,4.44,0.8,50,#####,#####,#####,#####,#####,#####,101110,,0,10000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4871,C02 - SGF 1560,Time stamp,7/27/2022,17:00:00.1,0,1501,250,,0,1,R,50,241,239,240,415,414,418,368,366,314,50,241,238,240,416,415,419,0,0,0,0.07,50.3,27.6,47.8,28,#####,#####,#####,00100000 0010,10010001 0111,MAN,1500,63,88,46,4.48,0.78,50,#####,#####,#####,#####,#####,#####,101110,,0,10000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4872,C02 - SGF 1560,Time stamp,7/27/2022,16:59:00.1,0,1500,250,,0,1,R,50,241,239,241,415,414,418,368,366,313,50,241,238,240,416,415,419,0,0,0,0.07,50.3,27.5,47.8,27.9,#####,#####,#####,00100000 0010,10010001 0111,MAN,1501,64.5,89,46,4.48,0.78,50,#####,#####,#####,#####,#####,#####,101110,,0,10000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4873,C02 - SGF 1560,Time stamp,7/27/2022,16:58:00.0,0,1498,250,,0,1,R,50,240,239,240,415,414,418,367,366,313,50,240,238,240,416,415,419,0,0,0,0.07,50.3,27.6,47.8,28,#####,#####,#####,00100000 0010,10010001 0111,MAN,1500,63.3,89,46,4.48,0.78,49,#####,#####,#####,#####,#####,#####,101110,,0,10000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4874,C02 - SGF 1560,Time stamp,7/27/2022,16:57:00.0,0,1501,250,,0,1,R,50,241,239,240,415,414,418,367,366,313,50,240,238,240,416,415,419,0,0,0,0.07,50.3,27.5,47.8,27.9,#####,#####,#####,00100000 0010,10010001 0111,MAN,1500,62.6,89,46,4.48,0.78,49,#####,#####,#####,#####,#####,#####,101110,,0,10000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4875,C02 - SGF 1560,Time stamp,7/27/2022,16:56:00.3,0,1500,250,,0,1,R,50,241,239,240,415,414,418,368,366,313,50,240,238,240,416,415,419,0,0,0,0.07,50.2,27.4,47.3,27.9,#####,#####,#####,00100000 0010,10010001 0111,MAN,1499,63.9,89,45,4.48,0.8,49,#####,#####,#####,#####,#####,#####,101110,,0,10000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4876,C02 - SGF 1560,Time stamp,7/27/2022,16:55:00.2,0,1501,250,,0,1,R,50,241,239,240,415,414,418,368,367,313,50,240,239,240,416,415,419,0,0,0,0.07,49.9,27.5,47.3,27.9,#####,#####,#####,00100000 0010,10010001 0111,MAN,1500,64.9,89,45,4.48,0.78,50,#####,#####,#####,#####,#####,#####,101110,,0,10000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4877,C02 - SGF 1560,Time stamp,7/27/2022,16:54:00.2,0,1500,224,,0,1,R,50,241,239,240,415,414,418,332,331,277,50,240,238,240,416,415,419,0,0,0,0.068,49.6,27.6,47.3,28,#####,#####,#####,00100000 0010,10010001 0111,MAN,1500,55.8,89,45,4.52,0.68,44,#####,#####,#####,#####,#####,#####,101110,,0,10000000 00000000,0,#####,32768,10000000 00000000,10000000 00000000,
-4878,C02 - SGF 1560,Time stamp,7/27/2022,16:53:00.2,0,1499,183,,1,1,R,50,241,239,241,415,415,418,275,275,219,50,241,238,240,416,415,419,0,0,0,0.07,49.4,27.6,47.3,28,#####,#####,#####,00100000 0010,10010001 0111,MAN,1501,47.8,88,45,4.52,0.5,39,#####,#####,#####,#####,#####,#####,101110,,0,10000000 00000000,1,#####,32768,10000000 00000000,10000000 00000000,
-4879,C02 - SGF 1560,Time stamp,7/27/2022,16:52:00.1,0,1500,183,,1,1,R,50,241,239,240,415,414,418,274,275,219,50,240,238,240,416,415,419,0,0,0,0.068,49.5,27.5,46.8,28,#####,#####,#####,00100000 0010,10010001 0111,MAN,1501,47.8,87,45,4.52,0.52,38,#####,#####,#####,#####,#####,#####,101110,,0,10000000 00000000,1,#####,32768,10000000 00000000,10000000 00000000,
-4880,C02 - SGF 1560,Time stamp,7/27/2022,16:51:00.0,0,1499,183,,1,1,R,50,241,239,240,415,414,418,275,275,220,50,241,238,240,416,415,419,0,0,0,0.068,49.4,27.5,46.8,27.9,#####,#####,#####,00100000 0010,10010001 0111,MAN,1500,47.5,87,44,4.52,0.52,38,#####,#####,#####,#####,#####,#####,101110,,0,10000000 00000000,1,#####,32768,10000000 00000000,10000000 00000000,
